item_no,price,rating,title
220718,50.00,0.0,OliCamp Vector Stove with LT Pot Combo
215585,20.00,2.8,Nite Ize Squeeze Clippable Phone Holder
147421,20.00,3.0,Deuter Kid Comfort Chin Pad
182307,14.95,2.8,Heather's Choice Mole Sauce with Chicken and Rice - 1 Serving
200952,2.00,4.3,SOLELY Fruit Jerky Drizzled With Cacao
162347,20.50,4.5,Sun Bum Mineral SPF 30 Tinted Sunscreen Face Lotion - 1.7 fl. oz.
183491,13.95,4.4,AlpineAire Foods Pork Jambalaya - 1 Serving
696007,6.85,4.0,Coghlan's Squeeze Tubes - Package of  2
173428,34.95,3.7,NOMAD Universal Cable - USB-C
881951,3.00,4.5,Theo Chocolate Peanut Butter Cups
192147,15.65,4.0,Firepot Porcini Mushroom Risotto - 2 Servings
175876,52.25,5.0,Mountain House Beef Stroganoff XL - 10 Servings
165306,5.50,4.1,GSI Outdoors Reusable Pour-Over Java Filter
198471,14.95,4.9,humangear GoKit Light 5-Tool Mess Kit
228289,15.00,0.0,kin+kind Deep Clean Natural Dog Shampoo
183494,8.95,3.7,AlpineAire Foods Mexican-Style Veggie Bowl - 1 Serving
207746,11.50,4.9,Bobo's Oat Bars Oat Bars - Package of 4
225980,23.75,0.0,GOOD TO-GO Weekender Variety Pack - Package of 3
225983,23.75,0.0,GOOD TO-GO Weekender Vegan Variety Pack - Package of 3
895457,42.95,4.1,GSI Outdoors Infinity 4-Person Compact Table Set
229246,9.00,0.0,GivePet Freeze-Dried Cat Treats
228384,38.00,4.6,YETI Rambler Vacuum Travel Mug with Stronghold Lid - 20 fl. oz.
202751,179.00,4.4,The North Face Cat's Meow 20 Eco Sleeping Bag
159409,259.95,4.6,Gregory Maven 55 Pack - Women's
210043,559.95,4.6,BioLite BaseCharge 600 Portable Power Station
215920,219.95,4.3,NEMO Forte 20 Endless Promise Sleeping Bag - Men's
147654,459.95,4.4,Therm-a-Rest Vesper Down Quilt 20
877680,32.95,4.3,GU Energy Gel Multipack - Package of 24
194123,385.00,5.0,Mountain Hardwear Bishop Pass GORE-TEX 15 Sleeping Bag
177571,306.93,5.0,Osprey Ariel Plus 70 Pack - Women's
826026,69.95,4.4,Leatherman Sidekick Multi-Tool
186919,79.95,4.4,Kelty Lowdown Chair
229916,42.00,4.5,YETI Rambler Straw Mug - 35 fl. oz.
203558,199.00,3.6,Outdoor Research Helium Bivy
161982,365.95,4.2,ACR Electronics ResQLink 400 Personal Locator Beacon
221586,125.00,4.7,YETI LoadOut GoBox 15 Gear Case
204106,629.95,3.3,Big Agnes Copper Spur HV UL3 Tent - Long
186174,144.95,4.3,Jetboil Stash Cooking System
215774,429.95,4.5,NEMO Dragonfly OSMO 1P Tent
129646,39.95,4.9,GSI Outdoors Santoku Knife Set
768902,94.95,4.1,BearVault BV500 Journey Bear Canister
205212,75.00,4.8,Coleman Classic Recharge 800 Lumens LED Lantern
144180,169.00,4.4,Marmot Trestles Elite Eco 20 Sleeping Bag - Men's
227375,29.95,4.5,MPOWERD Luci Inflatable Solar Lantern: Outdoor 2.0
216886,65.00,4.8,Cotopaxi Batac 16 L Del Dia Pack
157508,252.00,4.6,Benchmade 560BK-1 Freek G10 Knife
218015,169.95,4.6,Gregory Zulu 30 Pack - Men's
171690,47.95,4.3,Therm-a-Rest Z Lite Sol Sleeping Pad
215983,159.95,4.7,NEMO Tempo 20 Synthetic Sleeping Bag - Women's
207820,15.50,3.9,Thinksport Clear Zinc SPF 50 Sunscreen
813623,94.95,4.3,Jetboil Zip Cooking System
216645,96.93,4.3,Arc'teryx Aerios 15 Pack - Men's
198782,55.00,0.0,Timex Expedition Digital CAT 39 mm Leather Strap Watch
188931,55.00,5.0,DrinkTanks Insulated Growler - 32 fl. oz.
144355,54.95,3.9,Gerber Truss Multi-Tool
118412,7.50,4.4,NUUN Vitamins Hydration Tablets - 12 Servings
227890,16.95,5.0,Nikwax Sports Refresh Deodorizing Cleaner
215775,399.95,4.4,NEMO Hornet OSMO Ultralight 1P Tent
201809,74.93,4.6,CamelBak Rim Runner X 22 Hydration Pack - Men's
201810,74.93,4.3,CamelBak Rim Runner X 20 Hydration Pack - Women's
215884,349.95,5.0,Big Agnes Crag Lake 2 Tent
199038,300.00,5.0,Disc-O-Bed Kid-O-Bunk with Organizers - Kids'
188236,400.00,4.5,Mountain Hardwear Nimbus UL 1 Tent
234271,449.00,0.0,COROS APEX 2 Pro - Gobi Edition
203955,229.95,4.9,Leki Makalu FX Carbon Trekking Poles - Pair
177499,320.00,4.3,Osprey Ariel 65 Pack - Women's
197938,104.00,2.8,Hotronic XLP PFI 50 Surround Comfort Heat Socks
749945,219.00,4.7,Maui Jim Ho'okipa Polarized Sunglasses
202756,29.95,4.6,Black Diamond BD 1500 Rechargeable Battery and Charger
213200,99.95,4.2,Ruffwear Powder Hound Jacket
111143,39.95,4.7,Hydro Flask Standard-Mouth Vacuum Water Bottle with Flex Cap - 24 fl. oz.
214774,4.95,4.1,UCO ECO Camp Cup
207633,11.95,3.0,AlpineAire Foods Creamy Broccoli Cheddar Rice - 1 Serving
195146,103.93,4.7,Rumpl Sherpa Fleece Puffy Blanket
116376,3.00,4.8,Kate's Real Food Peanut Butter Milk Chocolate Bar
190141,15.95,4.4,Badger Sport Mineral Sunscreen Tin - SPF 40 - 2.4 oz.
204840,170.00,4.3,Coleman Cascade 222 2-Burner Camp Stove
898269,14.95,4.8,"Nite Ize Gear Tie 12"" ProPack - Package of 6"
214333,24.95,0.0,Puffin Patroller Drinkwear
226185,24.95,0.0,outdoor element Handled Gripper with Adapter
188958,12.00,3.0,Trailtopia Egg Scramble - 2 Servings
179307,6.50,4.1,the TICK PATROL Tick Remover Tool
232149,25.00,4.5,Skullcandy Smokin' Buds True Wireless Earbuds
835211,9.95,4.9,Energizer MAX Alkaline AAA Batteries - Package of 8
207392,7.95,4.5,Country Archer Jerky Co. Jerky - 2.5 oz.
188955,3.50,5.0,Trailtopia Banana Oatmeal - 1 Serving
838500,4.00,4.9,Zippo Premium Butane Fuel - 1.48 oz.
207818,15.50,3.8,Thinksport Clear Zinc Active Face SPF 50 Sunscreen
220901,2.50,4.0,Sterling Rope Wash
205560,186.93,4.9,Deuter Aircontact Ultra 45 + 5 SL Pack - Women's
218568,200.00,4.3,Osprey Mira 22 Hydration Pack - Women's
189523,"1,299.95",4.3,Goal Zero Yeti Lithium 1000X Portable Power Station
191979,129.95,5.0,Metolius Crash Pad Couch
233807,25.00,4.5,YETI Rambler Vacuum Wine Tumbler with MagSlider Lid
175757,79.95,4.2,LuminAID PackLite Titan 2-in-1 Power Lantern
184947,139.93,4.7,Osprey Tempest 30 Pack - Women's
211505,349.95,4.3,Black Diamond Recon X Avalanche Beacon
200208,299.00,4.7,Marmot Sawtooth 15 Sleeping Bag - Men's
829881,32.95,4.8,Therm-a-Rest Z-Seat Pad
221465,39.00,4.8,The North Face Borealis Water Bottle Holder
174076,415.95,3.6,ACR Electronics ResQLink View Personal Locator Beacon
728652,149.95,4.6,Leatherman Surge Multi-Tool
866953,109.95,4.3,Cocoon Merino Wool Mummy Liner
165347,179.95,4.4,Gregory Juno 30 H2O Hydration Pack - Women's
228325,157.00,5.0,PEAK REFUEL Basecamp Bucket 3.0 - 24 Servings
196957,49.95,4.7,Ruffwear Lumenglow Hi-Vis Jacket
164699,325.00,4.4,Mountain Hardwear Mineral King 2 Tent with Footprint
203557,299.00,3.7,Outdoor Research Alpine AscentShell Bivy
218557,200.00,5.0,Osprey Kestrel 38 Pack - Men's
218734,34.95,4.8,Sea to Summit Ultra-Sil Compression Sack
166787,314.93,3.9,Mountain Hardwear AMG 105 Pack
203972,119.95,4.5,Leki Jannu Trekking Poles - Pair - Women's
229082,39.95,4.2,Hydro Flask All Around Travel Tumbler - 32 fl. oz.
187674,49.95,4.2,Exped Widget Pump
122285,549.95,5.0,Mammut Barryvox S Avalanche Transceiver
203086,439.95,4.0,Therm-a-Rest Parsec 20 Sleeping Bag
153389,72.95,4.7,Scepter Water Container - 20 Liters/5 gal.
160277,125.00,4.7,Rumpl Original Puffy Recycled Blanket - Cascade
705534,69.95,4.5,Sea to Summit Thermolite Reactor Sleeping Bag Liner
209945,13.50,4.4,Nomad Nutrition Hungarian Goulash - 1 Serving
214776,5.95,4.3,UCO ECO Camp Bowl
147782,9.95,4.0,Platypus Bite Valve Cover
205222,15.95,4.2,Badger SPF 50 Adventure Sport Mineral Sunscreen - 2.4 oz. Tin
206644,34.95,4.7,Klean Kanteen TKWide Recycled Insulated Mug with Cafe Cap - 20 fl. oz.
175893,58.85,4.5,Mountain House Lasagna with Meat Sauce XL - 9 Servings
204978,29.95,3.5,GSI Outdoors 5' Propane Adapter Hose
197568,9.95,4.1,Hydro Flask Large Closeable Press-In Lid
220841,12.95,0.0,Hydro Flask Wide-Mouth Sport Cap
222827,59.95,4.4,Sea to Summit Air Chair Kit
224352,64.95,3.1,Igloo ECOCOOL Switch Tote 24 Cooler with Large Performance Ice Block
197191,59.95,4.0,Pepper's Shreddator Sunglasses
227372,59.95,2.8,MPOWERD Luci Inflatable Solar Lantern: Base
114891,30.00,2.9,GoPro Handlebar/Seatpost/Pole Mount
126513,349.95,4.9,Kelty Journey PerfectFIT Elite Child Carrier
196959,99.95,4.6,Ruffwear Vert Jacket
171698,134.95,4.7,Therm-a-Rest Honcho Poncho
202034,179.95,4.3,Helinox Chair Zero Highback
850427,84.95,4.2,Cocoon Silk Mummy Liner
200206,319.00,4.8,Marmot Never Summer Sleeping Bag - Men's
200652,599.95,4.0,NEMO Dagger OSMO 3P Tent
895846,299.95,4.6,ENO SoloPod Hammock Stand
199539,74.95,4.6,Crazy Creek Hex 2.0 LongBack Chair
199418,400.00,4.1,Garmin Venu 2S
202539,84.95,4.6,ENO DoubleNest Print Hammock
216802,300.00,4.3,Garmin Venu Sq 2 Music GPS Smartwatch
180879,39.95,4.2,Hydro Flask Food Jar - 20 fl. oz.
100111,279.95,4.0,Jetboil Genesis 2-Burner Stove
202211,169.95,3.7,Kelty Galactic 30 Sleeping Bag
403014,50.00,5.0,Swiss Army Huntsman Knife
204129,24.95,4.7,LifeStraw Peak Water Filter Straw
204131,65.95,4.7,LifeStraw Peak Gravity Water Filter System - 3 Liters
202331,199.95,5.0,Kelty Lowdown Couch
179640,49.95,3.5,Ruffwear Polar Trex Dog Boots - Pair
227661,59.95,4.7,BioLite Charge 40 PD Power Bank
228257,60.00,0.0,Stanley Quencher H2.0 FlowState Tumbler - 64 fl. oz.
221901,259.00,4.7,Smith Guide's Choice ChromaPop Glass Polarized Sunglasses
224191,60.00,0.0,Big Agnes Bunk House 4 Footprint
227632,60.00,4.4,Skullcandy Mod True Wireless Earbuds
162349,13.50,4.1,Sun Bum Mineral SPF 50 Sunscreen Face Stick
151059,16.00,4.2,Purist Scope Top
215583,8.00,5.0,"Nite Ize GearPro Utility Strap - 18"""
215890,60.00,0.0,Big Agnes Crag Lake 2 Footprint
218239,24.00,4.8,MYSTERY RANCH Quick-Attach Zoid Bag - Medium
218091,6.95,5.0,Squirrels Nut Butter Anti-Chafe Salve Tin - 0.5 oz.
183482,9.95,4.0,AlpineAire Foods Mexican-Style Grilled Chicken Bowl - 1 Serving
207489,13.95,3.3,AlpineAire Foods Homestyle Chicken Pot Pie - 1 Serving
716226,0.55,4.8,PMI Accessory Cord - 7 mm
126368,8.75,4.2,GOOD TO-GO Thai Curry - Single Serving
225981,8.75,0.0,GOOD TO-GO Pasta Marinara - Single Serving
126366,8.75,3.5,GOOD TO-GO Pad Thai - Single Serving
898271,12.95,4.8,"Nite Ize Gear Tie 6"" ProPack - Package of 6"
118807,5.25,4.4,After Bite Outdoor Insect Bite Treatment
183045,38.00,4.4,YETI Rambler Travel Mug - 20 fl. oz.
829826,47.95,4.3,Therm-a-Rest Z Lite Sol Sleeping Pad
184952,90.00,4.6,Osprey Talon 6 Waist Pack - Men's
201313,200.00,4.7,Osprey Sirrus 34 Pack - Women's
184953,66.93,4.6,Osprey Tempest 6 Waistpack - Women's
200290,359.00,4.7,Marmot Limelight 3P Tent with Footprint
199745,55.93,3.1,Kelty Mistral 20 Sleeping Bag - Men's
189519,79.95,4.6,Ruffwear Front Range Dog Day Pack
220426,295.00,5.0,Nocs Provisions Pro Issue Waterproof 8 x 42 Binoculars
150743,279.00,4.5,Maui Jim Kanaio Coast Polarized Sunglasses
196805,599.95,4.8,Black Diamond Guide Avy Safety Set
147152,649.95,4.3,Big Agnes Tiger Wall Platinum 2 Tent
227889,53.95,4.9,Nikwax Hardshell Cleaner and Waterproofing Duo
197561,27.95,4.6,Hydro Flask Mug - 12 fl. oz.
232245,44.95,4.3,Hydro Flask All Around Travel Tumbler - 40 fl. oz.
202399,99.95,4.6,Black Diamond Trail Back Trekking Poles - Pair
197429,329.95,4.5,Snow Peak Vault Dome Tent
890310,12.95,4.8,Nikwax Down Wash Direct - 10 fl. oz.
117213,100.00,4.1,YETI Rambler Half Gallon Jug - 64 fl. oz.
225708,59.95,4.1,Black Diamond Deploy 325 Headlamp
205890,149.95,3.9,Goal Zero Venture 35 Solar Kit
164197,80.00,3.7,Big Agnes Copper Spur HV UL2 Footprint
216707,325.00,4.8,Mountain Hardwear Meridian 3 Tent with Footprint
189217,79.95,3.8,Shokz OpenMove Headphones
126514,319.95,5.0,Kelty Journey PerfectFIT Signature Child Carrier
218762,76.95,4.4,BearVault BV425 Sprint Bear Canister
203947,449.95,4.0,Big Agnes Lost Ranger 3N1 0 Sleeping Bag
215778,579.95,4.4,NEMO Dragonfly OSMO 3P Tent
403028,22.00,4.9,Swiss Army Classic Knife
204447,24.95,3.3,Sea to Summit Stretch-Loc TPU Straps - Package of 4
233116,380.00,0.0,Casio G-Shock MUDMAN GW9500 Digital Watch
228758,25.00,0.0,Knockaround Premiums Polarized Sunglasses - Holiday Limited Edition - Kids'
867205,50.00,3.9,GoPro Jaws Flex Clamp Mount
189930,17.95,3.9,Badger Sport Mineral Sunscreen Cream - SPF 40 - 2.9 fl. oz.
232838,28.00,0.0,RockTape H20 Precut Kinesiology Tape
139664,10.95,3.1,GSI Outdoors Bugaboo Anodized Cup - 14 fl. oz.
161383,11.00,4.5,Chums Upcycled Cotton Eyewear Retainer
147306,25.83,2.7,MSR Universal Footprint 1 Large
149655,19.95,4.2,ENO Atlas EXT Hammock Straps
221330,32.00,4.7,Knockaround Premiums Polarized Sunglasses - Happy Camper Limited Edition
188418,64.95,3.3,CGear Multimats Sand-Free Beach Umbrella
215677,65.00,5.0,FORE WINDS Savor Butane Stove
218938,20.00,4.2,UCO ECO 4-Piece Mess Kit
208430,200.00,4.8,Dometic GO Compact Camp Table
216797,650.00,4.1,Garmin Descent G1 Solar
866034,47.00,4.5,GCI Outdoor Compact Camp Table 20
138138,199.95,3.8,Exped MegaSleep Duo 25/40 Double Sleeping Bag
716685,0.15,4.5,PMI Utility Cord - 2 mm
736977,289.95,4.7,MSR Reactor Stove System - 1.7 Liter
203710,74.95,4.8,Kelty Camp Galley Deluxe Bag
768970,17.50,4.7,Sawyer Permethrin Pump Spray - 24 oz.
220587,44.95,4.5,LifeStraw Go Series BPA-Free Water Filter Bottle - 22 fl. oz.
229525,243.00,0.0,Benchmade 565BK-02 Mini Freek G10 Knife
830776,159.95,4.5,GSI Outdoors Pinnacle Camper Cookset
201646,199.95,4.3,Exped Ultra 5R Sleeping Pad
177876,125.00,4.7,Rumpl Original Puffy Blanket - Geo
228506,180.00,3.5,Arc'teryx Mantis 30 Pack
194833,200.00,3.8,ZOLEO Satellite Communicator
210155,290.00,4.0,Osprey Atmos AG LT 65 Pack - Men's
176606,125.00,4.6,Rumpl Original Puffy Blanket - Yosemite
218552,290.00,4.0,Osprey Exos Pro 55 Pack - Men's
203089,64.95,4.0,Therm-a-Rest Trail Scout Sleeping Pad
218004,199.95,4.7,Gregory Zulu 45 Pack - Men's
153475,14.95,4.1,Hydro Flask Wide-Mouth Flex Straw Lid
100030,154.95,4.0,Jetboil MicroMo Cooking System
218602,139.95,4.0,PEAK REFUEL Summit Pack 2.0 - 24 Servings
175625,134.95,4.1,Therm-a-Rest ProLite Apex Sleeping Pad
164198,90.00,4.6,Big Agnes Copper Spur HV UL3 Footprint
190725,24.95,4.5,Kelty Bestie Blanket
886211,54.95,4.0,Scrubba Wash Bag
199537,59.95,4.3,Crazy Creek Original Chair
851282,79.95,4.6,Tifosi Veloce Fototec Photochromic Sunglasses
880488,69.95,4.0,NEMO Hornet 2P Footprint
226144,349.00,0.0,Hotronic Foot Warmer XLP 1C Custom Set
404013,45.00,4.8,"Sven Folding Saw - 21"""
168194,199.95,4.2,Big Agnes Echo Park 20 Sleeping Bag
220542,469.95,3.6,MSR Hubba Hubba 1 Tent
203058,499.00,4.7,HEST Sleep System Sleeping Pad - Wide
826019,69.95,4.3,Leatherman Wingman Multi-Tool
159408,259.95,4.6,Gregory Paragon 58 Pack - Men's
151092,149.00,4.6,Smith Parallel 2 Max Polarized Sunglasses
218027,42.95,4.5,Gregory 3D Hydro Hydration Reservoir - 2 Liters
229470,270.00,5.0,Benchmade 290BK Full Immunity Knife - Crater Blue
215566,7.95,5.0,Noso Mountain Patch
898272,7.50,4.9,"Nite Ize Loopable Gear Tie 12"" - Package of 2"
197280,6.95,4.5,Croakies Antifog Lens Wipes - Package of 30
219336,9.95,3.6,Wild Zora Fiesta Beef Quinoa Bowl - 1 Serving
183488,11.95,3.2,AlpineAire Foods Kung Pao Beef - 1 Serving
895448,34.95,4.3,GSI Outdoors Bugaboo Mess Kit
183486,11.95,4.1,AlpineAire Foods Grilled Chicken with Spinach Alfredo Pasta - 1 Serving
207526,14.95,4.8,Mountain House Classic Breakfast Skillet - 2.5 Servings
148769,14.95,4.9,Lodge Cast Iron Skillet - 6.5 in.
183485,14.95,3.2,AlpineAire Foods Sweet &amp; Sour Grilled Chicken - 1 Serving
184284,17.95,4.9,Stasher Stand-Up Stasher Bag - 28 fl. oz.
207525,14.95,4.3,Mountain House Classic Biscuits &amp; Gravy - 3 Servings
137916,0.35,4.1,Beal Accessory Cord - 5 mm
179657,9.95,4.7,MiiR Coffee Filters
215564,7.95,0.0,Noso Bear Patch
204667,6.95,4.9,Sea to Summit Trek &amp; Travel Shampoo with Conditioner - 3.3 fl. oz.
225527,29.95,0.0,CEP Mid Support Plantar Fasciitis Compression Sleeve
188993,8.50,2.9,Trailtopia Beef Stroganoff - 1 Serving
200539,10.00,4.4,Chums Baja Urban Sunglasses Strap
215660,30.00,5.0,goodr Great Smoky Mountains National Park Polarized Sunglasses
854611,7.95,5.0,Lodge Camp Dutch Oven Liners - Package of 8
200540,8.00,4.8,Chums Neoprene Classics Sunglasses Strap
218029,9.95,3.8,Gregory Magnetic Bite Valve
196955,79.95,4.6,Ruffwear Undercoat Water Jacket
198731,69.95,4.0,JBL Tune 215 TWS Earbuds
200704,15.50,3.9,GOOD TO-GO Chicken Pho
168535,70.00,4.0,Big Agnes Salt Creek SL3 Footprint
144485,10.00,4.2,Croakies Mayan Eyewear Retainer
214392,6.00,4.8,Gear Aid Zipper Pulls - Package of 5
189420,20.00,4.1,Barebones Enamelware Bowls - Package of 2
214276,35.00,3.0,GreenPan Clip Series Ceramic Nonstick Frypan with Removable Handle - 8 in.
142213,2.50,4.8,Yellowbird Hot Sauce - 2.2 oz.
217747,19.00,5.0,kin+kind Flea and Tick Repel Spray
220712,70.00,0.0,OliCamp Electron Stove with XTS Pot Combo
175696,71.60,4.2,Mountain House Breakfast Skillet XL - 8 Servings
131280,6.95,4.7,humangear GoBites Uno Sporks - Package of 2
225645,8.00,5.0,Patagonia Provisions Spanish White Anchovies
108375,12.00,4.2,CamelBak Crux Reservoir On/Off Valve
825323,5.50,4.9,Energizer MAX Alkaline AAA Batteries - Package of 4
158985,3.00,4.5,JoJe Energy Bar
215565,7.95,3.5,Noso Heart Patch
114892,30.00,5.0,GoPro Helmet Front and Side Mount
152924,59.00,4.5,O'NEILL Sunglasses Offshore 2.0 Polarized Sunglasses
172154,80.00,4.0,DrinkTanks Insulated Growler - 64 fl. oz.
203938,15.95,4.7,OXO Outdoor Silicone Camp Stove Turner
188996,7.50,3.5,Trailtopia Chili Mac with Beef - 1 Serving
194637,75.00,3.9,Skullcandy Indy Evo True Wireless Earbuds
151058,18.00,0.0,Purist Element Top
186699,6.95,4.8,GSI Outdoors Isobutane Fuel Canister - 230 g
207745,2.50,4.0,Tailwind Nutrition Endurance Fuel Drink Mix - 1 Serving
209676,60.00,5.0,Timex Ironman Classic 30 Oversize Watch
183490,13.95,2.9,AlpineAire Foods Al Pastor with Cilantro Lime Rice - 1 Serving
767613,17.45,4.2,Maxim 7mm Accessory Cord - Package of 30 Feet
767608,8.85,4.8,Maxim 4mm Utility Cord - Package of 30 ft.
128857,34.95,4.6,GSI Outdoors Pinnacle Fry Pan - 8 in.
139255,12.95,4.9,Gear Aid Aquaseal FD and Cure Accelerator
203683,2.95,4.2,UCO ECO Utility Spork
674921,2.95,4.7,Coghlan's 5mm Mini Stretch Cords with Hooks - Package of 4
219337,9.95,3.8,Wild Zora Harvest Beef Quinoa Bowl - 1 Serving
202476,34.95,4.1,Kelty Discovery Basecamp 6 Footprint
225826,34.95,0.0,GSI Outdoors Halulite Minimalist II Cookset
175898,39.50,4.3,Mountain House Rice &amp; Chicken XL - 9 Servings
862361,9.95,4.0,UCO Stormproof Matches - Package of 2
829839,34.95,4.8,MSR Cyclone Tent Stakes - Package of 4
228428,79.00,0.0,CAMP Eyewear Trail Polarized Sunglasses - Glacier Edition
228429,79.00,0.0,CAMP Eyewear Topo Polarized Sunglasses - Joshua Tree Edition
207867,2.95,4.4,Quantum Energy Squares Energy Bar
229289,14.50,0.0,Chukar Cherries Ultra-Dark Chocolate Cocoa Pecans
218883,39.95,0.0,Grangers Wash + Repel Clothing 2-in-1 Wash
154607,79.95,4.5,Tifosi Amok Photochromic Sunglasses
232147,80.00,4.5,Skullcandy Rail True Wireless Earbuds
231456,80.00,0.0,Skullcandy Terrain XL Wireless Bluetooth Speaker
218570,80.00,5.0,Osprey HydraJet 12 Hydration Pack - Kids'
220717,80.00,4.0,OliCamp Kinetic Ti Stove with XTS Pot Combo
228675,79.95,4.2,InfinityLab InstantGo 10000 Wireless Power Bank
893628,79.95,4.3,Black Diamond Moji Charging Station/Lantern
223675,5.95,5.0,WoolAid Merino Wool Adhesive Bandages - Emergency Pack
190846,40.00,4.5,Matador Pocket Blanket - Splash Print
192401,2.25,5.0,Think Jerky Grass-Fed Beef Stick
204832,2.95,4.4,Snow Peak GigaPower Butane Fuel Canister - 250 g
226284,16.95,4.8,Zippo Single Torch Butane Lighter Insert
100412,20.95,4.6,Lodge Cast Iron Skillet - 8 in.
189541,19.00,3.9,Barebones Enamelware Cups - Package of 2
206766,9.50,5.0,Grangers Waterproofing Wax - 3.4 fl. oz.
200336,69.00,3.7,CamelBak Crux 2L Reservoir with Filtration Kit - 2 Liters
214312,7.50,4.1,"Gear Aid 3/4"" Utility Strap - Package of 2"
175873,61.50,4.6,Mountain House Granola with Milk &amp; Blueberries XL - 20 Servings
207583,12.95,4.1,Heather's Choice Vegetable Lentil Soup - 1 Serving
123571,134.95,4.2,Neso Grande Sunshade
851891,11.95,4.5,OvaEasy Whole Egg Crystals - 12 Eggs
176218,69.00,4.8,O'NEILL Sunglasses Harlyn 2.0 Polarized Sunglasses
634288,49.95,4.5,Rubbermaid Action Packer - 24 Gallon
229467,292.50,0.0,Benchmade 15062 Grizzly Creek Knife
181227,39.95,3.8,Ruffwear Grip Trex Dog Boots - Pair
171647,409.95,4.0,Therm-a-Rest Questar 0 Sleeping Bag
218559,200.00,5.0,Osprey Kyte 38 Pack - Women's
177497,440.00,4.1,Osprey Aether Plus 85 Pack - Men's
201647,239.95,4.9,Exped Ultra 7R Sleeping Pad
218562,109.93,4.7,Osprey Skarab 30 Hydration Pack - Men's
204683,119.95,4.9,Fenix PD40R V2.0 Flashlight
862082,99.95,4.6,Leatherman Raptor Medical Shears
171376,119.95,4.6,Kelty Cabana Shelter
126367,8.75,4.0,GOOD TO-GO Mexican Quinoa Bowl - Single Serving
716227,0.65,4.6,PMI Accessory Cord - 8 mm
142214,6.00,4.9,Yellowbird Hot Sauce - 9.8 oz.
218133,65.00,4.8,Coleman Forester Series Bucket Chair
202364,10.00,5.0,GivePet Peppermint Bark Dog Treats
867086,10.00,4.6,Croakies Tie-Dye Eyewear Retainer
199743,8.00,4.5,Patagonia Mackerel
207776,9.95,3.6,Backpacker's Pantry Kathmandu Curry - 2 Servings
885695,15.50,3.7,GOOD TO-GO Herbed Mushroom Risotto - 2 Servings
207634,14.95,4.3,AlpineAire Foods Shakshuka - 1 Serving
178875,25.00,4.6,YETI Rambler Colster Slim - 12 fl. oz.
191047,25.95,4.5,Neso Ground Screw Stakes - Package of 4
101489,15.00,4.0,GU Energy Gel - 15 Servings
181336,13.95,4.9,HiBAR Maintain Shampoo Bar
709998,7.50,4.1,CamelBak Bite Valve Cover
147783,7.95,4.3,Platypus HyFLO Bite Valve
205195,13.00,4.1,Matador Waterproof 100 ml Travel Canister
213673,54.95,4.3,Hydro Flask Lightweight Trail Series Wide-Mouth Vacuum Water Bottle with Flex Cap - 40 fl. oz.
214300,59.95,3.9,BioLite HeadLamp 425
220182,98.00,4.7,Sunski Baia Polarized Sunglasses
830829,124.95,4.4,GSI Outdoors Bugaboo Base Camper Cookset - Large
205492,69.95,4.6,Ruffwear Flagline Dog Harness
123170,299.95,4.7,Goal Zero Boulder 100 Solar Panel Briefcase
217059,100.00,4.2,Motorola Talkabout T380 2-Way Radios - Pair
147652,549.95,4.2,Therm-a-Rest Hyperion 20 Down Sleeping Bag
123035,74.95,4.4,Leatherman Skeletool Topo Multi-Tool
871854,69.95,4.5,Gerber E-Tool Folding Spade
167800,279.95,4.6,Geyser Systems Portable Shower
203957,269.95,3.7,Leki Black Series FX Carbon Trekking Poles - Pair
145498,80.00,4.7,Cotopaxi Luzon 24L Pack - Del Dia
223393,69.95,4.3,AeroPress XL Coffee Press
109165,124.95,4.1,Ursack Major XL Bear Sack - 15 Liters
102244,89.95,4.6,Gerber StrongArm Serrated Fixed Blade Knife
151080,189.00,4.6,Smith Lowdown XL 2 ChromaPop Polarized Sunglasses
164598,399.00,4.9,MYSTERY RANCH Terraframe 3-Zip 50 Pack - Men's
220436,30.00,4.5,Stanley Quencher H2.0 FlowState Tumbler - 20 fl. oz.
179505,159.95,4.0,Morrison Outdoors Little Mo 20 Baby Sleeping Bag - Infants'
229522,180.00,0.0,Benchmade 535BK-08 Bugout Grivory Knife
213080,399.95,0.0,Backcountry Access TS Rescue Package
228674,69.95,4.9,InfinityLab InstantGo 10000 Built-in USB-C Cable Power Bank
790323,90.00,4.3,Midland GXT1000VP4 2-Way GMRS Radios - Pair
200301,299.00,4.4,Marmot Tungsten 3P Tent with Footprint
187620,349.95,4.5,ENO SoloPod XL Hammock Stand
215919,139.95,4.6,NEMO Flyer Self-Inflating Sleeping Pad
119070,54.95,4.2,Suncloud Sentry Polarized Sunglasses
190063,60.00,4.9,Julbo Camino Spectron 4 Sunglasses
212823,130.00,4.4,Nocs Provisions Honor Native Land Binocular Bundle
159147,24.95,3.5,REVEL GEAR Trail Hound 30 ft. Camping Light
783045,5.95,4.4,Gear Aid Tenacious Tape Repair Tape
204681,199.95,4.5,Fenix LR35R Rechargeable Flashlight
194124,470.00,4.7,Mountain Hardwear Bishop Pass GORE-TEX 0 Sleeping Bag
204932,200.00,4.6,Coleman Cascade 328 3-Burner Camp Stove
218202,5.50,4.8,Hammond's Candies Vanilla Bean Marshmallows
216643,186.93,4.1,Arc'teryx Aerios 45 Pack - Men's
205555,186.93,4.9,Deuter Aircontact Ultra 50 + 5 Pack - Men's
